comment,moves,context,engine_eval,engine_best_line,engine_best_alternative,good,reasoning
"?? This loses by force! Again, ...Qd4+, 36. Kh1 Qxc5 37. b7 Qb5 wins for black.",1. b4 e5 2. Nc3 Bxb4 3. Bb2 Nf6 4. e4 Nc6 5. Nf3 O-O 6. g3 Nd4 7. Bg2 d6 8. O-O Bg4 9. h3 Nxf3+ 10. Bxf3 Bxf3 11. Qxf3 b5 12. Nxb5 Bxd2 13. Rad1 Rb8 14. Rxd2 Rxb5 15. Ba3 Ra5 16. Rd3 Qb8 17. Rb3 Qc8 18. Qc3 Ra6 19. Qc4 Nd7 20. Rfb1 Rb6 21. f4 Rxb3 22. axb3 Nb6 23. Qf1 exf4 24. Qxf4 Qxh3 25. Rd1 Nc8 26. e5 Rd8 27. exd6 cxd6 28. Bxd6 Nxd6 29. c4 Nb7 30. Rxd8+ Nxd8 31. Qb8 Qd7 32. b4 Kf8 33. c5 Ke8 34. b5 a5 35. b6 Qb7,This is a game between W17 (as White) and B17 (as Black). Last move played: Black plays Queen to b7,Large advantage for Black (eval: -359 centipawns),36. Qa7 Qc6 37. Qxa5 Ne6 38. Qa7 Nxc5 39. Qb8+ Kd7 40. Qf4 f6 41. Qf5+ Ke7 42. Qxh7 Qxb6 43. Qxg7+ Ke6 44. Qg8+ Ke5 45. Qe8+ Kd4 46. Kh2 Ne4 47. Qa8 Ke5 48. Qe8+ Qe6 49. Qb5+ Qd5 50. Qb8+ Kf5 51. Qf4+ Kg6 52. Qg4+ Ng5 53. Qe2 Qe6 54. Qf2 ,35... Qd1+ 36. Kh2 Qh5+ 37. Kg2 Qxc5 38. Qa7 Qb5 39. Kh2 a4 40. g4 a3 41. Qxa3 Qxb6 42. Kg2 h6 43. Kh3 Ne6 44. Qa8+ Kd7 45. Qd5+ Ke7 46. Qa8 Qd8 47. Qa3+ Qd6 48. Qa8 g6 49. Qh8 Qc6 ,True,"
The comment explicitly calls **...Qb7** a blunder (""??"") and explains why **...Qd4+** followed by **...Qxc5** is better (winning by force)."
"? White could have had a beautiful win with 36. Qxb7 Nxb7 37. c6 Nc5 38. b7 Na6 39. c7!!, and black can't stop white from queening. Chessplayers have this expression: ""Two passed pawns on the 6th rank (row) are worth a rook"".",1. b4 e5 2. Nc3 Bxb4 3. Bb2 Nf6 4. e4 Nc6 5. Nf3 O-O 6. g3 Nd4 7. Bg2 d6 8. O-O Bg4 9. h3 Nxf3+ 10. Bxf3 Bxf3 11. Qxf3 b5 12. Nxb5 Bxd2 13. Rad1 Rb8 14. Rxd2 Rxb5 15. Ba3 Ra5 16. Rd3 Qb8 17. Rb3 Qc8 18. Qc3 Ra6 19. Qc4 Nd7 20. Rfb1 Rb6 21. f4 Rxb3 22. axb3 Nb6 23. Qf1 exf4 24. Qxf4 Qxh3 25. Rd1 Nc8 26. e5 Rd8 27. exd6 cxd6 28. Bxd6 Nxd6 29. c4 Nb7 30. Rxd8+ Nxd8 31. Qb8 Qd7 32. b4 Kf8 33. c5 Ke8 34. b5 a5 35. b6 Qb7 36. Qe5+,This is a game between W17 (as White) and B17 (as Black). Last move played: White plays Queen to e5 with check,Large advantage for Black (eval: -394 centipawns),36... Ne6 37. Qb2 Nxc5 38. Qe5+ Ne6 39. Qxa5 Kf8 40. g4 Kg8 41. Kf2 g5 42. Ke2 h6 43. Ke3 Qc6 44. Qb4 Nc5 45. Kd4 Nb7 46. Ke3 Qe6+ 47. Kd2 h5 48. gxh5 Kh7 49. Qd4 g4 50. h6 f6 51. Qd3+ f5 52. Qd4 Qd6 ,36. Qa7 Qc6 37. Qxa5 Ne6 38. Qa7 Nxc5 39. Qb8+ Kd7 40. Qf4 f6 41. Qf5+ Ke7 42. Qxh7 Qxb6 43. Qxg7+ Ke6 44. Qg4+ Kf7 45. Qh5+ Kg7 46. Qg4+ Kf8 47. Qc8+ Ke7 48. Kf2 Nd3+ 49. Kg2 Ne5 50. g4 Qc6+ 51. Qxc6 Nxc6 52. Kg3 Ne5 53. Kf4 ,True,"
The comment explicitly calls **Qe5+** a mistake (""?"") and explains why **Qxb7** followed by **c6** and **b7** is better (winning by promotion)."
"? Definitely wrong. If white was planning this, he never should've posted his queen on c2, because now the lady will be exposed for free tempos by black. Instead, a3 or e4 are much more consistent...leaving white with a slight advantage (center, black's less than ideal knight on b6).",1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. Nc3 d5 5. e3 c6 6. Be2 O-O 7. O-O Nbd7 8. Qc2 dxc4 9. Bxc4 Nb6 10. Bb3 Nfd5 11. Nxd5,This is a game between W18 (as White) and B18 (as Black). Last move played: White plays Knight takes on d5,Slight advantage for White (eval: 22 centipawns),11... cxd5 12. h3 ,11. e4 ,True,"
The comment explicitly calls **Nxd5** a mistake (""? Definitely wrong"") and explains why **a3** or **e4** are better (consistency, avoids exposing the queen)."
"? Now black mobilizes his pawns, white's bishop is bad, and will activate black's bishop as well, not to mention undoubling black's pawns for him. Because of the opposite colored bishops, white could put a much stiffer reistance by playing 21. Qd3 Rfc8 22. Rcd1!, and black has no access points (c2 is covered by the light squared bishop), and no way to boot white's bishop. Note that even if black sac'd his rook on c4 at some point, white doesn't even have to take it! Also, the d-line pressure would discourage a ...e5 break by black. White would basically ""shuffle"", since black can't break through.",1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. Nc3 d5 5. e3 c6 6. Be2 O-O 7. O-O Nbd7 8. Qc2 dxc4 9. Bxc4 Nb6 10. Bb3 Nfd5 11. Nxd5 cxd5 12. Bd2 Bf5 13. Qd1 Rc8 14. Ba5 Qd6 15. Bxb6 axb6 16. Qe2 Bg4 17. h3 Bxf3 18. Qxf3 e6 19. Rac1 Qb4 20. Qe2 Rc6 21. Rxc6,This is a game between W18 (as White) and B18 (as Black). Last move played: White plays Rook takes on c6,Slight advantage for Black (eval: -36 centipawns),21... bxc6 22. Bc2 Ra8 23. a4 c5 24. dxc5 Qxc5 25. g3 Rc8 26. Bd3 Qb4 27. Ra1 Bf6 28. h4 h5 29. Kg2 Kg7 30. Kf1 Rc7 31. Kg1 Rc5 32. Kh2 Rc8 33. Kg2 Rc6 34. e4 dxe4 35. Qxe4 Qxe4+ 36. Bxe4 Rd6 37. a5 ,21. Rcd1 Bf6 22. f4 Kg7 23. g4 Bh4 24. Qg2 b5 25. e4 dxe4 26. Qxe4 Bd8 27. Kg2 Rd6 ,True,"
The comment explicitly calls **Rxc6** a mistake (""?"") and explains why **Qd3** followed by **Rcd1!** is better (stiffer resistance, prevents pawn mobilization)."
"Black's last move is rather dubious. In most King pawn openings, Piece play is everthing. Much more logical is 7. ... cxd4 8. Nxd4 Re8, with a slightly cramped but solid position for black. Notice that White can't play 9. Bg5? Nxe4! as this would win a pawn for black.",1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 d6 5. Nc3 Nf6 6. O-O O-O 7. h3 a6,This is a game between W19 (as White) and B19 (as Black). Last move played: Black plays Pawn to a6,Slight advantage for White (eval: 46 centipawns),8. d5 b5 ,7... Nxe4 ,True,"
The comment explicitly calls **...a6** ""rather dubious"" and explains why **...cxd4** followed by **...Re8** is better (solid, logical development)."
There is no need for this move. Black should still play the plan mentioned on move 7.,1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 d6 5. Nc3 Nf6 6. O-O O-O 7. h3 a6 8. a4 h6,This is a game between W19 (as White) and B19 (as Black). Last move played: Black plays Pawn to h6,Advantage for White (eval: 66 centipawns),9. d5 Nb4 10. Ne2 a5 11. Ng3 c6 12. c3 Na6 13. Be3 Qc7 14. Bxa6 Rxa6 15. c4 Bd7 16. Rc1 Nh7 17. Kh1 c5 18. Rc3 Raa8 19. Bd2 b6 20. Nf5 Bxf5 21. exf5 ,8... Nxe4 9. Nxe4 d5 10. Bxd5 Qxd5 11. Nc3 Qd8 12. dxe5 Qxd1 13. Rxd1 Bf5 14. Nd5 Bxc2 15. Nxe7+ Nxe7 16. Rd7 Rfe8 17. Rxc7 Be4 18. Bg5 Ng6 19. Nd2 Bc6 20. Nc4 h6 21. Bd2 Nxe5 22. Na5 Rac8 23. Rxc8 Rxc8 24. Bc3 Ng6 25. Nxc6 Rxc6 26. Rd1 Rc7 27. Rd8+ Kh7 28. Rd6 f6 29. a5 Nf4 ,True,"
The comment explicitly states **...h6** is unnecessary and reiterates that **...cxd4** followed by **...Re8** (from move 7) is the correct plan."
"? Definitely a mistake. Black should of course continue development with ...Nbd7 instead, with the idea of ...Nf8, Ng6, Bd7, c6 with a playable game. The text leaves the center for no good reason.",1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 d6 5. Nc3 Nf6 6. O-O O-O 7. h3 a6 8. a4 h6 9. a5 Re8 10. d5 Nb8 11. Ne1 Nh7,This is a game between W19 (as White) and B19 (as Black). Last move played: Black plays Knight to h7,Advantage for White (eval: 84 centipawns),12. Nf3 Ng5 13. Nh2 Nh7 14. Ne2 Bg5 15. Ng3 Nd7 16. Re1 Bxc1 17. Qxc1 Ndf6 18. Qd2 c6 19. dxc6 bxc6 20. Rad1 Be6 21. Bxe6 Rxe6 22. c4 Qc7 23. b4 ,11... Nbd7 12. Be3 b5 13. axb6 Nxb6 14. Bd3 c6 15. dxc6 Qc7 16. Qe2 Qxc6 17. Nf3 Rb8 18. Bxa6 Bxa6 19. Qxa6 Rec8 20. Rfb1 Bd8 21. Bxb6 Bxb6 22. Qd3 Qb7 23. Ra6 ,True,"
The comment explicitly calls **...Nh7** a mistake (""?"") and explains why **...Nbd7** is better (development, playable game)."
"This is the right plan, just played too early. Better would've been to prepare this move with Nd3, and possibly even Kh2, g3, f4 so that way white can recapture f4 with a pawn and therefore deprive the nice e5 square for black's pieces. As the game goes, white gets a hole on e5. Squares that cannot be covered by pawns are called holes.",1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 d6 5. Nc3 Nf6 6. O-O O-O 7. h3 a6 8. a4 h6 9. a5 Re8 10. d5 Nb8 11. Ne1 Nh7 12. f4,This is a game between W19 (as White) and B19 (as Black). Last move played: White plays Pawn to f4,The position is equal,12... exf4 ,12. Nf3 Ng5 13. Nh2 Nh7 14. Ne2 Bg5 15. Ng3 Nd7 16. Re1 Bxc1 17. Qxc1 Ndf6 18. Qd2 c6 19. dxc6 bxc6 20. Rad1 Be6 21. Bxe6 Rxe6 22. c4 Qc7 23. b4 ,True,"
The comment explicitly states **f4** is ""played too early"" and explains why **Nd3** and **Kh2/g3** preparation is better (deprives Black of e5)."
"Another mistake by black. This is rather poor play for an expert. The battle for e5 (""Fight for the Center"") is key, therefore he should've played ...Nf8! with the idea of Ng6, and the stranglehold control of e5 would give him a small advantage.",1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 d6 5. Nc3 Nf6 6. O-O O-O 7. h3 a6 8. a4 h6 9. a5 Re8 10. d5 Nb8 11. Ne1 Nh7 12. f4 exf4 13. Bxf4 Bf6 14. Qf3 Nd7 15. Nd3 Qe7 16. Rae1 Ne5,This is a game between W19 (as White) and B19 (as Black). Last move played: Black plays Knight to e5,Large advantage for White (eval: 117 centipawns),17. Nxe5 dxe5 18. Be3 Rf8 19. Ra1 Bd7 20. d6 cxd6 21. Nd5 Qd8 22. Bxh6 Rc8 23. b3 Bg5 24. Bxg5 Nxg5 25. Qe2 Bc6 26. Rad1 Bxd5 27. Bxd5 Qe7 28. Qd2 Ne6 29. Kh2 Nf4 30. Bc4 Rc6 ,16... Rf8 17. Ne2 Ne5 18. Bxe5 Bxe5 19. Nef4 Bd7 20. Nxe5 Qxe5 21. Qe3 Rae8 22. Nd3 Qe7 23. Qd4 Nf6 24. Rf4 c5 25. dxc6 Bxc6 26. e5 dxe5 27. Nxe5 Rd8 28. Qf2 Bd5 29. Bxd5 Nxd5 30. Nxf7 Qc7 ,True,"
The comment explicitly calls **...Ne5** ""another mistake"" and explains why **...Nf8!** followed by **...Ng6** is better (control of e5, small advantage)."
"Black makes what should've been his last mistake. White can now win at least a pawn with 18. Nxe5 Qxe5 19. Qxf7+ Kh8. If instead black tried 18. ... dxe5, then white has 19. d6! cxd6 20. Bxf7+ Kh8 21. Bxe8 Qxe8 which leave white ahead with a rook for a bishop. One of the best ways that I suggest to not miss tactics is to always look at forcing moves.",1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 d6 5. Nc3 Nf6 6. O-O O-O 7. h3 a6 8. a4 h6 9. a5 Re8 10. d5 Nb8 11. Ne1 Nh7 12. f4 exf4 13. Bxf4 Bf6 14. Qf3 Nd7 15. Nd3 Qe7 16. Rae1 Ne5 17. Bxe5 Bxe5,This is a game between W19 (as White) and B19 (as Black). Last move played: Black plays Bishop takes on e5,Large advantage for White (eval: 156 centipawns),18. Nxe5 ,17... dxe5 ,True,"
The comment explicitly calls **...Bxe5** ""his last mistake"" and explains why **Nxe5** followed by **Qxf7+** or **d6!** is better (wins material)."
"This unnecessarily weakens light squares in Black's camp. The reason strong players avoid weakening their squares if possible is to deny good outposts/lines for the opponent's pieces. This is precisely what White correctly does in this game, and that is to play on the light squares. Much better for black would be 19. ... g6! 20. Qe2 Bd7, which would leave black with a slight advantage. Notice White can't play 20. Qxh6?? because 20. ... Bg7 21. Qh4 Nf3+ wins White's queen.",1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 d6 5. Nc3 Nf6 6. O-O O-O 7. h3 a6 8. a4 h6 9. a5 Re8 10. d5 Nb8 11. Ne1 Nh7 12. f4 exf4 13. Bxf4 Bf6 14. Qf3 Nd7 15. Nd3 Qe7 16. Rae1 Ne5 17. Bxe5 Bxe5 18. Bb3 Ng5 19. Qh5 f6,This is a game between W19 (as White) and B19 (as Black). Last move played: Black plays Pawn to f6,Slight advantage for Black (eval: -22 centipawns),20. Ba4 Bd4+ 21. Kh2 Bd7 22. Bxd7 Qxd7 23. Qg6 Qf7 24. Qf5 c5 25. dxc6 bxc6 26. h4 Be5+ 27. Nxe5 Rxe5 28. Qg4 Nh7 29. Ne2 h5 30. Qf3 Qc7 31. Ng3 g6 32. Rd1 Rd8 33. Qb3+ d5 ,19... g6 20. Qe2 Bd4+ 21. Kh1 Bxc3 22. bxc3 Nxe4 23. Qf3 f5 24. Nf2 h5 25. Ba4 Bd7 26. Bxd7 Nxf2+ 27. Qxf2 Qxd7 28. c4 Rxe1 29. Rxe1 Re8 30. c5 Rxe1+ 31. Qxe1 dxc5 ,True,"
The comment explicitly states **...f6** ""unnecessarily weakens light squares"" and explains why **...g6!** followed by **...Bd7** is better (avoids weakening, maintains advantage)."
"Not very good, but postion has deteriated to the point it's hard to suggest a good move. Black needed to complete development with 23. ... Bd7 24. Bxd7 Qxd7, and reroute his Knight to e5 and hope that that counterbalances his holes on e6 and f5. Notice that none of this would be a problem if he would've played ...g6 earlier.",1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 d6 5. Nc3 Nf6 6. O-O O-O 7. h3 a6 8. a4 h6 9. a5 Re8 10. d5 Nb8 11. Ne1 Nh7 12. f4 exf4 13. Bxf4 Bf6 14. Qf3 Nd7 15. Nd3 Qe7 16. Rae1 Ne5 17. Bxe5 Bxe5 18. Bb3 Ng5 19. Qh5 f6 20. Ba4 Rf8 21. Nd1 Qf7 22. Qe2 Bd4+ 23. Kh1 Qg6,This is a game between W19 (as White) and B19 (as Black). Last move played: Black plays Queen to g6,Large advantage for White (eval: 124 centipawns),24. Nf4 Qh7 25. Nf2 b5 26. axb6 cxb6 27. c3 Be5 28. N2d3 a5 29. Bb5 h5 30. Qxh5 Qxh5 31. Nxh5 Ba6 32. Bxa6 Rxa6 33. Nxe5 dxe5 34. Ng3 b5 35. Nf5 Rb8 36. Ne7+ Kf8 37. Nc6 ,23... Bd7 24. Bxd7 Qxd7 25. Nf4 f5 26. exf5 Rxf5 27. Qd3 Be5 28. Ng6 Rxf1+ 29. Rxf1 Re8 30. Ne3 Bf6 31. Nf5 Qb5 32. Nf4 Ne4 33. Ne6 Qxd3 34. cxd3 Nc5 35. Nxc7 Re2 36. d4 Ne4 37. Ne6 Kh7 38. Rc1 Rxb2 39. g4 Kg6 40. Rc7 Nf2+ 41. Kg2 ,True,"
The comment explicitly calls **...Qg6** ""not very good"" and explains why **...Bd7** followed by rerouting the knight to **e5** is better (completes development, counters holes)."
"Black has been playing this game entirely too passively. ...Qe5! is much stronger. That move blockades white's e-pawn (hence hemming white's bishop in), threatens pawns on a5, c3, and in addition threatens dark-square penetration to white's king-side with ... Qg3 or ...Qg5.",1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 d6 5. Nc3 Nf6 6. O-O O-O 7. h3 a6 8. a4 h6 9. a5 Re8 10. d5 Nb8 11. Ne1 Nh7 12. f4 exf4 13. Bxf4 Bf6 14. Qf3 Nd7 15. Nd3 Qe7 16. Rae1 Ne5 17. Bxe5 Bxe5 18. Bb3 Ng5 19. Qh5 f6 20. Ba4 Rf8 21. Nd1 Qf7 22. Qe2 Bd4+ 23. Kh1 Qg6 24. c3 Ba7 25. Bc2 Qe8 26. N1f2 Bd7 27. b3 Nf7 28. Ng4 Ne5 29. Nf4 Nxg4 30. hxg4 Qe5 31. Ne6 Bxe6 32. dxe6 Qxe6 33. Bd3 Kh8,This is a game between W19 (as White) and B19 (as Black). Last move played: Black plays King to h8,Large advantage for Black (eval: -102 centipawns),34. g5 Qe5 ,33... Qe5 34. Qf3 ,True,"
The comment explicitly states **...Kh8** is ""too passive"" and explains why **...Qe5!** is better (blockades pawn, threatens multiple targets)."
?! Dubious. Black's best defense is ...Rh7,1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nc3 e6 5. g4 Bg6 6. Nge2 c5 7. h4 h5 8. Nf4 Bh7 9. Nxh5 cxd4 10. Nb5 Qa5+ 11. Qd2 Bb4 12. Nxg7+ Kf8 13. c3 dxc3 14. bxc3 Bc5 15. Nh5 Be4 16. Rh3 Nc6 17. Qg5 Bg6,This is a game between W20 (as White) and B20 (as Black). Last move played: Black plays Bishop to g6,Large advantage for White (eval: 198 centipawns),18. Nf6 Nxf6 19. Qxf6 Rh7 20. h5 Be4 21. Be2 Kg8 22. Kf1 Be7 23. Qf4 Rf8 24. g5 Bf5 25. Rg3 Rxh5 26. Bxh5 Qxb5+ 27. Kg1 Qc4 28. g6 fxg6 29. Qxc4 dxc4 30. Bxg6 Bxg6 31. Rxg6+ Kf7 ,17... Bg6 18. Nf6 Nxf6 19. Qxf6 Rh7 20. h5 Be4 21. Bd2 Be7 22. Qf4 Kg8 23. Nd6 Rf8 24. Nxe4 dxe4 25. Qxe4 Nxe5 26. Rb1 f5 27. gxf5 exf5 28. Qf4 Qc7 29. Rb5 Bc5 30. Be3 Bxe3 31. Rxe3 Ng4 32. Bc4+ Kh8 ,True,"
The comment explicitly calls **...Bg6** ""dubious"" and explains why **...Rh7** is better (best defense)."
This walks to White's hands. ...Ke8 would offer stiffer resistance. For example 19. Nf4?? Be7 would win white's queen (or a piece).,1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nc3 e6 5. g4 Bg6 6. Nge2 c5 7. h4 h5 8. Nf4 Bh7 9. Nxh5 cxd4 10. Nb5 Qa5+ 11. Qd2 Bb4 12. Nxg7+ Kf8 13. c3 dxc3 14. bxc3 Bc5 15. Nh5 Be4 16. Rh3 Nc6 17. Qg5 Bg6 18. Rf3 Bxh5,This is a game between W20 (as White) and B20 (as Black). Last move played: Black plays Bishop takes on h5,Large advantage for White (eval: 246 centipawns),19. gxh5 Qd8 20. Qf4 Qe7 21. Qg3 a6 22. Nd6 Rh7 23. Bf4 Qd7 24. h6 Bxd6 25. exd6 e5 26. Bc1 Qxd6 27. Rb1 b5 28. Bd3 Rxh6 29. Bxh6+ Qxh6 30. Bg6 Ra7 31. h5 Nd8 32. Kf1 Re7 33. Re1 e4 34. Rf5 ,18... Ke8 ,True,"
The comment explicitly states **...Bxh5** ""walks into White's hands"" and explains why **...Ke8** is better (stiffer resistance, tactical justification)."
One of the few missteps by white. 21 Qg7+ Ke8 22 Rf3 would checkmate or win massive amount of material.,1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nc3 e6 5. g4 Bg6 6. Nge2 c5 7. h4 h5 8. Nf4 Bh7 9. Nxh5 cxd4 10. Nb5 Qa5+ 11. Qd2 Bb4 12. Nxg7+ Kf8 13. c3 dxc3 14. bxc3 Bc5 15. Nh5 Be4 16. Rh3 Nc6 17. Qg5 Bg6 18. Rf3 Bxh5 19. gxh5 Rd8 20. Rg3 Qb6 21. Rg2,This is a game between W20 (as White) and B20 (as Black). Last move played: White plays Rook to g2,Large advantage for White (eval: 351 centipawns),21... Ke8 22. Qg7 Nge7 23. Qxh8+ Kd7 24. Qh7 Qa5 25. Be2 a6 26. Kf1 axb5 27. Qd3 Kc8 28. Rb1 Nf5 29. Qxb5 Qa7 30. Bf4 d4 31. Qd3 dxc3 32. Qxc3 Rd4 33. Rg8+ Kc7 ,21. Qg7+ Ke7 22. Rf3 Kd7 23. Qxh8 Nge7 24. Qf6 a6 25. Be2 axb5 26. Kf1 b4 27. Rb1 Qa5 28. h6 Qxa2 29. Bd3 bxc3 30. Rxb7+ Kc8 31. Rb5 Ba3 32. Bg5 ,True,"
The comment explicitly calls **Rg2** ""one of the few missteps"" and explains why **Qg7+ Ke8 22. Rf3** is better (checkmate or massive material gain)."
"There was no reason take the free, central pawn at e4. If white tries to threaten checkmate and black's knight with Qf3, then d5! stops the mate threat and protects black's knight. Black would have the advantage.",1. e4 Nc6 2. Bc4 Nf6 3. d4 e5,This is a game between W21 (as White) and B21 (as Black). Last move played: Black plays Pawn to e5,Slight advantage for White (eval: 42 centipawns),4. d5 Nb8 5. Nf3 Bc5 6. Nxe5 Qe7 7. Nd3 Qxe4+ 8. Qe2 Qxe2+ 9. Kxe2 Be7 10. Re1 d6 11. Kf1 Kd8 12. a4 a5 13. Nc3 Bf5 14. f3 Na6 15. Nb5 Nb4 16. Nxb4 axb4 17. Bd2 Bxc2 18. Bxb4 ,3... Nxe4 4. Bxf7+ ,True,"
The comment explicitly states **...e5** is inferior and explains why **...Nxe4** is better (central pawn gain, maintains advantage)."
"A Knight is worth 3 pawns. You don't want to give it up for just a pawn, unless you have a really good reason. Correct was to preserve your knight with 4. ... Ne7, with the idea of ...Ng6, ...Bc5, ...d6.",1. e4 Nc6 2. Bc4 Nf6 3. d4 e5 4. d5 Bc5,This is a game between W21 (as White) and B21 (as Black). Last move played: Black plays Bishop to c5,Large advantage for White (eval: 326 centipawns),5. dxc6 bxc6 6. Nc3 Rb8 7. Nf3 d5 8. Bd3 O-O 9. O-O Re8 10. Bg5 Bg4 11. Be2 h6 12. Bxf6 Qxf6 13. Kh1 ,4... Nb8 5. Nf3 ,True,"
The comment explicitly states **...Bc5** is inferior (gives up knight for a pawn) and explains why **...Ne7** is better (preserves knight, development plan)."
6. ... Bxf2+ 7. Kxf2 Nxe4+ wins two pawns (the bishop on g5 falls). This tactical motif is very common...watch for it.,1. e4 Nc6 2. Bc4 Nf6 3. d4 e5 4. d5 Bc5 5. dxc6 bxc6 6. Bg5 O-O,This is a game between W21 (as White) and B21 (as Black). Last move played: Black plays kingside castle,Large advantage for White (eval: 348 centipawns),7. Nc3 d5 8. exd5 e4 9. dxc6 Qe7 10. Nd5 Qe5 11. Bxf6 gxf6 12. Ne2 Rd8 13. O-O Be6 14. Nef4 Rxd5 15. Bxd5 Qxf4 16. g3 Qg5 17. Bxe6 e3 18. Bb3 exf2+ 19. Kh1 ,6... Bxf2+ ,True,"
The comment explicitly states **...O-O** misses **...Bxf2+** (winning two pawns) and explains the tactical motif."
Not good. White can win a piece with 9. Bxf6. Perhaps ...h6 was in order.,1. e4 Nc6 2. Bc4 Nf6 3. d4 e5 4. d5 Bc5 5. dxc6 bxc6 6. Bg5 O-O 7. b3 d6 8. Nc3 Bg4,This is a game between W21 (as White) and B21 (as Black). Last move played: Black plays Bishop to g4,Large advantage for White (eval: 319 centipawns),9. Nge2 d5 10. exd5 cxd5 11. Nxd5 Bxf2+ 12. Kxf2 Ne4+ 13. Kg1 Qxg5 14. h4 Qh6 15. Qd3 Nd6 16. Qe3 Qe6 17. Nxc7 Nxc4 18. bxc4 Qxc4 19. Nxa8 Bxe2 20. Nc7 Bg4 21. Qxe5 Bd7 22. Re1 h6 23. c3 Rc8 24. Nd5 Rc5 25. Ne7+ Kf8 26. Qg3 ,8... Bd4 9. Qd2 d5 10. exd5 cxd5 11. Bxf6 gxf6 12. Be2 c6 13. Rd1 Bb6 14. Na4 Bc7 15. Nf3 Kh8 16. O-O Rg8 17. Qc3 d4 18. Qc4 f5 19. g3 f4 20. Nc5 ,True,"
The comment explicitly calls **...Bg4** ""not good"" and explains why **...h6** is better (avoids losing a piece to **Bxf6**)."
"You need to preserve your bishop with 11. ... Ba5. With this move, white can now trap your bishop with 12. b4, with the idea of Qb3.",1. e4 Nc6 2. Bc4 Nf6 3. d4 e5 4. d5 Bc5 5. dxc6 bxc6 6. Bg5 O-O 7. b3 d6 8. Nc3 Bg4 9. f3 Bh5 10. Na4 Bb4+ 11. c3 Ba3,This is a game between W21 (as White) and B21 (as Black). Last move played: Black plays Bishop to a3,Large advantage for White (eval: 357 centipawns),12. Nh3 d5 13. Be2 h6 14. Bxf6 Qxf6 15. O-O Qe7 16. Qc2 Bg6 17. Ba6 f5 18. b4 fxe4 19. Nc5 Bf5 20. fxe4 Bxh3 21. gxh3 Rab8 22. Rxf8+ Rxf8 23. Qg2 Bxb4 24. cxb4 h5 25. Kh1 Qh4 26. Bd3 ,11... Ba3 12. Ne2 h6 13. Bxf6 Qxf6 14. O-O d5 15. Ba6 Rad8 16. Qe1 Bg6 17. Ng3 Bd6 18. Kh1 h5 19. Ne2 Qe7 20. Bd3 h4 21. g4 hxg3 22. Nxg3 dxe4 23. Nxe4 f5 24. Nxd6 cxd6 ,True,"
The comment explicitly states **...Ba3** is inferior and explains why **...Ba5** is better (preserves bishop, avoids trap)."
"Again, isn't winning a pawn with 15. ... Nxe4 preferable? White can't take back or he'd lose his queen.",1. e4 Nc6 2. Bc4 Nf6 3. d4 e5 4. d5 Bc5 5. dxc6 bxc6 6. Bg5 O-O 7. b3 d6 8. Nc3 Bg4 9. f3 Bh5 10. Na4 Bb4+ 11. c3 Ba3 12. Bc1 Bc5 13. Nxc5 dxc5 14. Ba3 Qc8 15. Bxc5 Rd8,This is a game between W21 (as White) and B21 (as Black). Last move played: Black plays Rook to d8,Large advantage for White (eval: 517 centipawns),16. Qc2 a5 17. a4 h6 18. Bf2 Nd5 19. h4 Nf4 20. Be3 Nd5 21. Bc5 Nf4 22. Rh2 Kh8 23. Be3 f5 24. Bxf4 exf4 25. e5 Rd5 26. Bxd5 ,15... Nxe4 16. Bxf8 Qxf8 17. Ne2 Rd8 18. fxe4 Rxd1+ 19. Rxd1 Qe7 20. O-O h6 21. h3 Kh7 22. Kh2 f6 23. Rd2 Bxe2 24. Rxe2 a5 25. Rc2 Qc5 26. Be2 h5 27. Bxh5 Kh6 ,True,"
The comment explicitly states **...Rd8** misses **...Nxe4** (winning a pawn) and explains why it is better (White can't recapture)."
